name,bound_xmin,bound_ymin,bound_xmax,bound_ymax,reprojected_bound_xmin,reprojected_bound_ymin,reprojected_bound_xmax,reprojected_bound_ymax
EPSG:3124: PRS92 / Philippines zone 4,122.0000,6.3300,124.4500,14.5000,389180.8447,700091.1030,660273.8225,1604139.1816
EPSG:3125: PRS92 / Philippines zone 5,123.8000,5.3000,126.7000,12.7500,366803.9543,586209.2452,688284.4784,1410637.4729
EPSG:3126: ETRS89 / ETRS-GK19FIN,19.0900,60.0000,19.5000,60.4200,504958.2079,6654076.2352,527899.8239,6700972.0008
EPSG:3127: ETRS89 / ETRS-GK20FIN,19.5000,59.9000,20.5000,60.5000,472016.0189,6643037.3144,527983.9811,6709885.4321
EPSG:3128: ETRS89 / ETRS-GK21FIN,20.5000,59.8000,21.5000,69.3100,471931.9480,6631896.5510,528068.0520,7692086.4763
EPSG:3129: ETRS89 / ETRS-GK22FIN,21.5000,59.8000,22.5000,69.3000,471931.9480,6631896.5510,528068.0520,7690970.9770
EPSG:3130: ETRS89 / ETRS-GK23FIN,22.5000,59.7500,23.5000,68.7500,471889.9451,6626326.2327,528110.0549,7629620.5190
EPSG:3131: ETRS89 / ETRS-GK24FIN,23.5000,59.8000,24.5000,68.8500,471931.9480,6631896.5510,528068.0520,7640774.8536
EPSG:3132: ETRS89 / ETRS-GK25FIN,24.5000,60.0000,25.5000,68.9000,472100.1761,6654178.2468,527899.8239,7646352.0701
EPSG:3133: ETRS89 / ETRS-GK26FIN,25.5000,60.1500,26.5000,69.9500,472226.5734,6670889.9616,527773.4266,7763481.0905
EPSG:3134: ETRS89 / ETRS-GK27FIN,26.5000,60.2500,27.5000,70.0500,472310.9454,6682031.3150,527689.0546,7774636.9676
EPSG:3135: ETRS89 / ETRS-GK28FIN,27.5000,60.4000,28.5000,70.1300,472437.6637,6698743.6597,527562.3363,7783561.7595
EPSG:3136: ETRS89 / ETRS-GK29FIN,28.5000,60.9500,29.5000,69.8300,472903.9288,6760025.4688,527096.0712,7750094.2040
EPSG:3137: ETRS89 / ETRS-GK30FIN,29.5000,61.5000,30.5000,67.9500,473372.7250,6821312.2805,526627.2750,7540390.6307
EPSG:3138: ETRS89 / ETRS-GK31FIN,30.5000,62.0700,31.5900,64.3000,473861.1928,6884832.9184,530843.7063,7133430.5023
EPSG:3140: Viti Levu 1912 / Viti Levu Grid,177.0200,-18.6000,178.8700,-17.2600,27913.6172,371676.4222,1005841.9678,1109304.0538
EPSG:3141: Fiji 1956 / UTM zone 60S,177.0000,-18.5000,180.0000,-16.0000,500398.1164,7952043.3339,821501.2655,8231249.0375
EPSG:3142: Fiji 1956 / UTM zone 1S,-180.0000,-18.5000,-179.5000,-16.0000,179269.1912,7952056.1441,236401.0057,8229650.6722
EPSG:3143: Fiji 1986 / Fiji Map Grid,-176.1600,-25.1000,172.8700,-9.7900,1353931.4171,3090357.3100,2559032.8638,4793329.3562
EPSG:3146: Pulkovo 1942 / 3-degree Gauss-Kruger zone 6,19.2000,54.3200,19.5000,55.3000,6576218.2327,6022304.4359,6597605.7979,6131761.0362
EPSG:3147: Pulkovo 1942 / 3-degree Gauss-Kruger CM 18E,19.2000,54.3200,19.5000,55.3000,576218.2327,6022304.4359,597605.7979,6131761.0362
EPSG:3148: Indian 1960 / UTM zone 48N,102.1400,8.5600,108.0000,23.3200,185192.2291,947303.3560,830231.1848,2581912.7129
EPSG:3149: Indian 1960 / UTM zone 49N,108.0000,7.0000,113.3200,21.5500,168543.8040,774320.7555,756280.1124,2385813.9710
EPSG:3150: Pulkovo 1995 / 3-degree Gauss-Kruger zone 6,19.2000,54.3200,19.5000,55.3000,6576218.2327,6022304.4359,6597605.7979,6131761.0362
EPSG:3151: Pulkovo 1995 / 3-degree Gauss-Kruger CM 18E,19.2000,54.3200,19.5000,55.3000,576218.2327,6022304.4359,597605.7979,6131761.0362
EPSG:3152: ST74,17.7700,59.2300,18.2000,59.4500,83747.9359,67646.5278,108297.1171,92181.2556
EPSG:3153: NAD83(CSRS) / BC Albers,-139.0500,48.3000,-114.0300,60.0000,35043.6538,440006.8768,1885895.3117,1735643.8497
EPSG:3154: NAD83(CSRS) / UTM zone 7N,-144.0000,58.0000,-138.0000,71.0000,322707.8801,6432647.7795,677292.1199,7880094.9205
EPSG:3155: NAD83(CSRS) / UTM zone 8N,-138.0000,52.0000,-132.0000,72.0000,294071.0810,5765288.2547,705928.9190,7991508.5426
EPSG:3156: NAD83(CSRS) / UTM zone 9N,-132.0000,49.0000,-126.0000,72.0000,280586.2987,5431792.8644,719413.7013,7991508.5426
EPSG:3157: NAD83(CSRS) / UTM zone 10N,-120.0000,48.3000,-114.0000,78.0000,569600.3799,5353995.4298,1167135.2688,8674392.6536
EPSG:3158: NAD83(CSRS) / UTM zone 14N,-102.0000,49.0000,-96.0000,81.5000,280586.2987,5431792.8644,719413.7013,9050297.4844
EPSG:3159: NAD83(CSRS) / UTM zone 15N,-96.0000,48.0000,-90.0000,82.0000,276224.0846,5320655.7891,723775.9154,9106037.1690
EPSG:3160: NAD83(CSRS) / UTM zone 16N,-90.0000,46.2000,-84.0000,83.0000,268545.7504,5120644.6982,731454.2496,9217519.4415
EPSG:3161: NAD83 / Ontario MNR Lambert,-95.1500,41.6800,-74.3200,56.8600,83284.3630,11729962.7608,1820643.0394,13407337.8567
EPSG:3162: NAD83(CSRS) / Ontario MNR Lambert,-95.1500,41.6800,-74.3200,56.8600,83284.3630,11729962.7608,1820643.0394,13407337.8567
EPSG:3163: RGNC91-93 / Lambert New Caledonia,163.5500,-22.7500,168.2000,-19.5400,142766.6147,159616.5213,630986.9120,515387.2131
EPSG:3164: ST87 Ouvea / UTM zone 58S,166.3500,-20.7500,166.7000,-20.3500,640548.4061,7704590.3150,677455.1890,7749210.6192
EPSG:3165: NEA74 Noumea / Noumea Lambert,166.3000,-22.3500,166.5000,-22.1000,-14696.8639,-8898.9358,5941.9945,18790.6709
EPSG:3166: NEA74 Noumea / Noumea Lambert 2,166.3000,-22.3500,166.5000,-22.1000,-14696.8731,-8898.9426,5941.9853,18790.6742
EPSG:3167: Kertau (RSO) / RSO Malaya (ch),99.6700,1.2000,105.7500,6.7500,-12295.0463,-15382.8590,21351.4285,15179.5350
EPSG:3168: Kertau (RSO) / RSO Malaya (m),99.6700,1.2000,105.7500,6.7500,517333.7929,-309453.2216,1194191.7170,305363.0022
EPSG:3169: RGNC91-93 / UTM zone 57S,157.0900,-23.4600,162.0000,-17.2600,296944.6351,7402360.5269,819007.0498,8090677.6218
EPSG:3170: RGNC91-93 / UTM zone 58S,162.0000,-23.4600,168.0000,-17.2600,180992.9502,7402360.5269,819007.0498,8089202.4923
EPSG:3171: RGNC91-93 / UTM zone 59S,168.0000,-23.4600,173.8900,-17.2600,180992.9502,7402360.5269,807301.7350,8089381.1677
EPSG:3172: IGN53 Mare / UTM zone 59S,168.0000,-21.7000,168.1500,-21.3000,188722.5746,7597340.6024,205104.7317,7641946.8296
EPSG:3174: NAD83 / Great Lakes Albers,-93.2100,40.4000,-74.5000,50.7400,256770.6700,466013.4226,1844782.3430,1618810.9375
EPSG:3175: NAD83 / Great Lakes and St Lawrence Albers,-93.2100,40.4000,-73.2900,50.7400,154760.2844,477914.4184,1845007.9063,1618858.3184
EPSG:3176: Indian 1960 / TM 106 NE,107.0000,7.3300,109.5000,10.7500,609325.2026,810288.7679,886482.4993,1190426.2364
EPSG:3177: LGD2006 / Libya TM,9.3100,19.5100,25.9800,36.0000,193775.6957,2168725.4220,1942371.0697,4008999.7514
EPSG:3178: GR96 / UTM zone 18N,-73.5000,77.0000,-72.0000,79.0000,531948.2329,8547253.5675,575303.1022,8771615.9658
EPSG:3179: GR96 / UTM zone 19N,-72.0000,76.0000,-66.0000,81.0000,419017.4284,8437243.0361,580982.5716,8994558.8477
EPSG:3180: GR96 / UTM zone 20N,-66.0000,75.0000,-60.0000,82.0000,413362.9617,8325798.2469,586637.0383,9106037.1690
EPSG:3181: GR96 / UTM zone 21N,-60.0000,73.0000,-54.0000,82.0000,402135.9930,8102930.5778,597864.0070,9106037.1690
EPSG:3182: GR96 / UTM zone 22N,-54.0000,60.0000,-48.0000,83.0000,332705.1789,6655205.4835,667294.8211,9217519.4415
EPSG:3183: GR96 / UTM zone 23N,-48.0000,59.0000,-42.0000,84.0000,327680.0359,6543920.3341,672319.9641,9329005.1824
EPSG:3184: GR96 / UTM zone 24N,-42.0000,61.0000,-36.0000,84.0000,337781.7791,6766502.9901,662218.2209,9329005.1824
EPSG:3185: GR96 / UTM zone 25N,-36.0000,65.0000,-30.0000,84.0000,358571.5703,7211811.3075,641428.4297,9329005.1824
EPSG:3186: GR96 / UTM zone 26N,-30.0000,68.0000,-24.0000,84.0000,374626.8224,7545908.4488,625373.1776,9329005.1824
EPSG:3187: GR96 / UTM zone 27N,-24.0000,69.0000,-18.0000,84.0000,380058.0636,7657294.4932,619941.9364,9329005.1824
EPSG:3188: GR96 / UTM zone 28N,-18.0000,74.9200,-12.0000,82.0000,412911.7367,8316882.9674,587088.2633,9106037.1690
EPSG:3189: GR96 / UTM zone 29N,-12.0000,81.0000,-11.0000,82.0000,447629.6901,8993806.4151,468930.9350,9106037.1690
EPSG:3190: LGD2006 / Libya TM zone 5,9.3100,25.3300,10.0000,30.4500,229849.5386,2802521.3768,300753.4356,3370273.2790
EPSG:3191: LGD2006 / Libya TM zone 6,10.0000,23.5000,12.0000,33.1800,97928.1427,2600150.1365,302208.0382,3672991.4813
EPSG:3192: LGD2006 / Libya TM zone 7,12.0000,22.8000,14.0000,33.0000,97388.2582,2522622.2979,302732.0977,3653026.8260
EPSG:3193: LGD2006 / Libya TM zone 8,14.0000,22.6000,16.0000,32.6700,97231.1043,2500472.2068,302873.2800,3616427.5973
EPSG:3194: LGD2006 / Libya TM zone 9,16.0000,22.5000,18.0000,31.3000,97148.9499,2489397.0986,302939.3357,3464508.7869
EPSG:3195: LGD2006 / Libya TM zone 10,18.0000,21.5000,20.0000,32.0500,96416.7941,2378659.2176,303655.2853,3547670.8310
EPSG:3196: LGD2006 / Libya TM zone 11,20.0000,20.5000,22.0000,33.0000,95716.0583,2267934.3297,304339.7270,3653023.4711
EPSG:3197: LGD2006 / Libya TM zone 12,22.0000,19.5100,24.0000,33.0000,95053.4050,2158328.9921,304986.0182,3653023.0185
EPSG:3198: LGD2006 / Libya TM zone 13,24.0000,19.5100,25.0000,32.0500,95045.2084,2158022.8717,200011.5066,3547669.5084
EPSG:3199: LGD2006 / UTM zone 32N,9.3100,23.5000,12.0000,33.1800,528976.0746,2598919.8652,806474.0546,3675272.0074
EPSG:3200: FD58 / Iraq zone,47.0000,27.2500,52.7000,33.0000,1686682.0531,586033.4193,2264129.6646,1247520.0517
EPSG:3201: LGD2006 / UTM zone 33N,12.0000,22.6000,18.0000,33.0000,191607.9938,2502357.3979,808496.3547,3655301.9973
EPSG:3202: LGD2006 / UTM zone 34N,18.0000,19.5100,24.0000,33.0000,185139.0940,2160022.9175,814916.6721,3655299.7078
EPSG:3203: LGD2006 / UTM zone 35N,24.0000,19.5100,25.0000,32.0500,185114.5734,2158491.1727,311177.5880,3549927.9574
EPSG:3204: WGS 84 / SCAR IMW SP19-20,-72.0000,-64.0000,-60.0000,-60.0000,-334433.7626,3162494.1913,334433.7626,3606340.9598
EPSG:3205: WGS 84 / SCAR IMW SP21-22,-60.0000,-64.0000,-48.0000,-60.0000,-334433.7626,3162494.1913,334433.7626,3606340.9598
EPSG:3206: WGS 84 / SCAR IMW SP23-24,-48.0000,-64.0000,-36.0000,-60.0000,-334433.7626,3162494.1913,334433.7626,3606340.9598
EPSG:3207: WGS 84 / SCAR IMW SQ01-02,-180.0000,-68.0000,-168.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3208: WGS 84 / SCAR IMW SQ19-20,-72.0000,-68.0000,-60.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3209: WGS 84 / SCAR IMW SQ21-22,-60.0000,-68.0000,-48.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3210: WGS 84 / SCAR IMW SQ37-38,36.0000,-68.0000,48.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3211: WGS 84 / SCAR IMW SQ39-40,48.0000,-68.0000,60.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3212: WGS 84 / SCAR IMW SQ41-42,60.0000,-68.0000,72.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3213: WGS 84 / SCAR IMW SQ43-44,72.0000,-68.0000,84.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3214: WGS 84 / SCAR IMW SQ45-46,84.0000,-68.0000,96.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3215: WGS 84 / SCAR IMW SQ47-48,96.0000,-68.0000,108.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3216: WGS 84 / SCAR IMW SQ49-50,108.0000,-68.0000,120.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3217: WGS 84 / SCAR IMW SQ51-52,120.0000,-68.0000,132.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3218: WGS 84 / SCAR IMW SQ53-54,132.0000,-68.0000,144.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3219: WGS 84 / SCAR IMW SQ55-56,144.0000,-68.0000,156.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3220: WGS 84 / SCAR IMW SQ57-58,156.0000,-68.0000,168.0000,-64.0000,-293239.4627,2611639.5774,293239.4627,3055598.2777
EPSG:3221: WGS 84 / SCAR IMW SR13-14,-108.0000,-72.0000,-96.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3222: WGS 84 / SCAR IMW SR15-16,-96.0000,-72.0000,-84.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3223: WGS 84 / SCAR IMW SR17-18,-84.0000,-72.0000,-72.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3224: WGS 84 / SCAR IMW SR19-20,-72.0000,-72.0000,-60.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3225: WGS 84 / SCAR IMW SR27-28,-24.0000,-72.0000,-12.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3226: WGS 84 / SCAR IMW SR29-30,-12.0000,-72.0000,0.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3227: WGS 84 / SCAR IMW SR31-32,0.0000,-72.0000,12.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3228: WGS 84 / SCAR IMW SR33-34,12.0000,-72.0000,24.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3229: WGS 84 / SCAR IMW SR35-36,24.0000,-72.0000,36.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3230: WGS 84 / SCAR IMW SR37-38,36.0000,-72.0000,48.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3231: WGS 84 / SCAR IMW SR39-40,48.0000,-72.0000,60.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3232: WGS 84 / SCAR IMW SR41-42,60.0000,-72.0000,72.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3233: WGS 84 / SCAR IMW SR43-44,72.0000,-72.0000,84.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3234: WGS 84 / SCAR IMW SR45-46,84.0000,-72.0000,96.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3235: WGS 84 / SCAR IMW SR47-48,96.0000,-72.0000,108.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3236: WGS 84 / SCAR IMW SR49-50,108.0000,-72.0000,120.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3237: WGS 84 / SCAR IMW SR51-52,120.0000,-72.0000,132.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3238: WGS 84 / SCAR IMW SR53-54,132.0000,-72.0000,144.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3239: WGS 84 / SCAR IMW SR55-56,144.0000,-72.0000,156.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3240: WGS 84 / SCAR IMW SR57-58,156.0000,-72.0000,168.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3241: WGS 84 / SCAR IMW SR59-60,168.0000,-72.0000,180.0000,-68.0000,-250606.5764,2094186.7810,250606.5764,2538244.2327
EPSG:3242: WGS 84 / SCAR IMW SS04-06,-168.0000,-76.0000,-144.0000,-72.0000,-512283.7603,1559955.0918,309460.0953,2033690.9803
EPSG:3243: WGS 84 / SCAR IMW SS07-09,-144.0000,-76.0000,-126.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3244: WGS 84 / SCAR IMW SS10-12,-126.0000,-76.0000,-108.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3245: WGS 84 / SCAR IMW SS13-15,-108.0000,-76.0000,-90.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3246: WGS 84 / SCAR IMW SS16-18,-90.0000,-76.0000,-72.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3247: WGS 84 / SCAR IMW SS19-21,-72.0000,-76.0000,-54.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3248: WGS 84 / SCAR IMW SS25-27,-36.0000,-76.0000,-18.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3249: WGS 84 / SCAR IMW SS28-30,-18.0000,-76.0000,0.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3250: WGS 84 / SCAR IMW SS31-33,0.0000,-76.0000,18.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3251: WGS 84 / SCAR IMW SS34-36,18.0000,-76.0000,36.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3252: WGS 84 / SCAR IMW SS37-39,36.0000,-76.0000,54.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3253: WGS 84 / SCAR IMW SS40-42,54.0000,-76.0000,72.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3254: WGS 84 / SCAR IMW SS43-45,72.0000,-76.0000,90.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3255: WGS 84 / SCAR IMW SS46-48,90.0000,-76.0000,108.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3256: WGS 84 / SCAR IMW SS49-51,108.0000,-76.0000,126.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3257: WGS 84 / SCAR IMW SS52-54,126.0000,-76.0000,144.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3258: WGS 84 / SCAR IMW SS55-57,144.0000,-76.0000,162.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3259: WGS 84 / SCAR IMW SS58-60,162.0000,-76.0000,180.0000,-72.0000,-309460.0953,1592369.7957,309460.0953,2033690.9803
EPSG:3260: WGS 84 / SCAR IMW ST01-04,-180.0000,-80.0000,-156.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3261: WGS 84 / SCAR IMW ST05-08,-156.0000,-80.0000,-132.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3262: WGS 84 / SCAR IMW ST09-12,-132.0000,-80.0000,-108.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3263: WGS 84 / SCAR IMW ST13-16,-108.0000,-80.0000,-84.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3264: WGS 84 / SCAR IMW ST17-20,-84.0000,-80.0000,-60.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3265: WGS 84 / SCAR IMW ST21-24,-60.0000,-80.0000,-36.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3266: WGS 84 / SCAR IMW ST25-28,-36.0000,-80.0000,-12.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3267: WGS 84 / SCAR IMW ST29-32,-12.0000,-80.0000,12.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3268: WGS 84 / SCAR IMW ST33-36,12.0000,-80.0000,36.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3269: WGS 84 / SCAR IMW ST37-40,36.0000,-80.0000,60.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3270: WGS 84 / SCAR IMW ST41-44,60.0000,-80.0000,84.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3271: WGS 84 / SCAR IMW ST45-48,84.0000,-80.0000,108.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3272: WGS 84 / SCAR IMW ST49-52,108.0000,-80.0000,132.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3273: WGS 84 / SCAR IMW ST53-56,132.0000,-80.0000,156.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3274: WGS 84 / SCAR IMW ST57-60,156.0000,-80.0000,180.0000,-76.0000,-322031.1444,1112529.5742,322031.1444,1549738.9966
EPSG:3275: WGS 84 / SCAR IMW SU01-05,-180.0000,-84.0000,-150.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3276: WGS 84 / SCAR IMW SU06-10,-150.0000,-84.0000,-120.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3277: WGS 84 / SCAR IMW SU11-15,-120.0000,-84.0000,-90.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3278: WGS 84 / SCAR IMW SU16-20,-90.0000,-84.0000,-60.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3279: WGS 84 / SCAR IMW SU21-25,-60.0000,-84.0000,-30.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3280: WGS 84 / SCAR IMW SU26-30,-30.0000,-84.0000,0.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3281: WGS 84 / SCAR IMW SU31-35,0.0000,-84.0000,30.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3282: WGS 84 / SCAR IMW SU36-40,30.0000,-84.0000,60.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3283: WGS 84 / SCAR IMW SU41-45,60.0000,-84.0000,90.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3284: WGS 84 / SCAR IMW SU46-50,90.0000,-84.0000,120.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3285: WGS 84 / SCAR IMW SU51-55,120.0000,-84.0000,150.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3286: WGS 84 / SCAR IMW SU56-60,150.0000,-84.0000,180.0000,-80.0000,-287694.1564,643207.3403,287694.1564,1073689.2089
EPSG:3287: WGS 84 / SCAR IMW SV01-10,-180.0000,-88.0000,-120.0000,-84.0000,-332948.6193,192078.0806,332948.6193,576683.9249
EPSG:3288: WGS 84 / SCAR IMW SV11-20,-120.0000,-88.0000,-60.0000,-84.0000,-332948.6193,192078.0806,332948.6193,576683.9249
EPSG:3289: WGS 84 / SCAR IMW SV21-30,-60.0000,-88.0000,0.0000,-84.0000,-332948.6193,192078.0806,332948.6193,576683.9249
EPSG:3290: WGS 84 / SCAR IMW SV31-40,0.0000,-88.0000,60.0000,-84.0000,-332948.6193,192078.0806,332948.6193,576683.9249
EPSG:3291: WGS 84 / SCAR IMW SV41-50,60.0000,-88.0000,120.0000,-84.0000,-332948.6193,192078.0806,332948.6193,576683.9249
EPSG:3292: WGS 84 / SCAR IMW SV51-60,120.0000,-88.0000,180.0000,-84.0000,-332948.6193,192078.0806,332948.6193,576683.9249
EPSG:3293: WGS 84 / SCAR IMW SW01-60,-180.0000,-90.0000,180.0000,-88.0000,-0.0000,-221792.6631,0.0000,0.0000
EPSG:3294: WGS 84 / USGS Transantarctic Mountains,150.0000,-80.0000,175.0000,-70.0000,-458737.8788,-251165.1536,496360.9483,848039.1949
EPSG:3296: RGPF / UTM zone 5S,-155.0000,-24.0000,-150.0000,-9.0000,280129.2701,7342521.2906,829886.3124,9004547.3278
EPSG:3297: RGPF / UTM zone 6S,-150.0000,-29.0000,-144.0000,-13.0000,174541.3305,6788302.6267,825458.6695,8560946.2959
EPSG:3298: RGPF / UTM zone 7S,-144.0000,-29.0000,-138.0000,-7.0000,168498.9243,6788302.6267,831501.0757,9225192.7400
EPSG:3299: RGPF / UTM zone 8S,-138.0000,-25.0000,-132.0000,-18.0000,182293.8864,7231699.7813,817706.1136,8007242.5272
EPSG:3300: Estonian Coordinate System of 1992,21.8400,57.5700,28.0000,59.7000,370754.1836,6382922.4959,739246.6551,6624810.7629
EPSG:3301: Estonian Coordinate System of 1997,21.8400,57.5700,28.0000,59.7000,370753.1145,6382922.7769,739245.6000,6624811.0577
EPSG:3302: IGN63 Hiva Oa / UTM zone 7S,-139.1800,-10.0500,-138.8000,-9.6700,699472.9085,8888238.5817,741415.3689,8930528.1600
EPSG:3303: Fatu Iva 72 / UTM zone 7S,-138.7000,-10.5500,-138.5500,-10.3300,752658.7513,8827936.7216,769267.1886,8852399.1004
EPSG:3304: Tahiti 79 / UTM zone 6S,-149.6900,-17.9100,-149.0700,-17.4500,214261.5183,8017688.8729,280705.6088,8069447.8440
EPSG:3305: Moorea 87 / UTM zone 6S,-149.9600,-17.6100,-149.6900,-17.4500,185585.5522,8050334.7695,214534.7258,8068479.1882
EPSG:3306: Maupiti 83 / UTM zone 5S,-152.3300,-16.5200,-152.1600,-16.3300,571476.5029,8173328.4684,589705.8000,8194415.2916
EPSG:3307: Nakhl-e Ghanem / UTM zone 39N,51.8000,27.7000,52.5000,28.2000,578513.8317,3064225.8822,647899.9777,3120267.8531
EPSG:3308: GDA94 / NSW Lambert,141.0000,-37.5000,153.6200,-28.1500,8709235.6860,4009911.3943,9951732.0554,5048642.3129
EPSG:3309: NAD27 / California Albers,-124.4200,32.5100,-114.1300,42.0000,-415797.2592,-601766.5671,552253.8001,457333.0283
EPSG:3310: NAD83 / California Albers,-124.4200,32.5100,-114.1300,42.0000,-415888.0930,-601592.7037,552169.1580,457509.0195
